Date,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2018-01-23,85.52796173095703,127.27999877929688,160.6672821044922,249.34214782714844,85.55952258634696,127.3499984741211,160.80946583435835,249.63259068853083,85.44117088353916,126.33999633789062,159.76684299985,248.53238356726726,85.47273173892908,126.52999877929688,159.84267142988645,248.85804057747723,4775600,6190400,37989700,97084700
2018-01-24,85.44116973876953,128.8300018310547,159.62460327148438,249.24530029296875,85.46483887509042,129.25999450683594,161.3591398780762,250.5831692608211,85.3307097561936,128.22999572753906,158.70520384947469,248.0658815548257,85.40960888380246,128.38999938964844,161.00843173611753,249.98463620969167,2362300,11827600,54287400,134816100
2018-01-25,85.6620864868164,127.97000122070312,159.56771850585938,249.3509979248047,85.6620864868164,129.50999450683594,160.78094379542128,250.20475995372283,85.36226740531562,127.36000061035156,159.0558804995461,248.55885395768738,85.41749739452938,128.69000244140625,160.72407611978343,250.10795459420666,9851600,15219700,28925000,84587300
2018-01-26,85.5042495727539,128.07000732421875,162.01315307617188,252.23793029785156,85.61470950123177,128.52000427246094,162.03211379339686,252.28195470890776,85.42534446417146,127.97000122070312,160.14593461901742,249.93189995130047,85.61470950123177,128.24000549316406,160.45870690788635,250.1871555817258,3808000,7828700,32038200,107743100
2018-01-29,85.35438537597656,127.3499984741211,161.22645568847656,250.56565856933594,85.40961537145976,127.62999725341797,161.99419837397016,252.10594911934913,85.22814194651895,126.91999816894531,160.88523511016953,250.40723513072024,85.32282451861217,127.58000183105469,161.67193851189933,251.66586610505965,3974900,6956400,37277800,90118300
2018-01-30,85.22022247314453,126.80000305175781,159.89956665039062,247.99551391601562,85.30701329159594,127.91999816894531,160.58200817535106,250.61839069835986,85.14920906731354,126.73999786376953,159.0654827020586,247.52021688316722,85.30701329159594,127.91000366210938,159.75739735885583,248.7348499334868,3659500,9736100,44987700,131796400
2018-01-31,85.29121398925781,127.6500015258789,160.56298828125,248.11871337890625,85.37800479156009,127.8499984741211,161.12222103506798,249.3509400261391,85.11763238465326,126.4000015258789,159.55828709051298,247.04491011620485,85.37011307691047,127.44999694824219,160.79994665501974,248.8492659751229,8066500,13418900,42449200,108364800
2018-02-01,85.02392578125,128.07000732421875,159.19813537597656,247.8370819091797,85.26906955839145,128.14999389648438,160.87579040901403,249.13973700377733,84.9923001646385,127.08000183105469,158.6862971406691,247.0449380364705,85.20580625892784,127.18000030517578,159.33083149942797,247.38821560227782,9678700,10854600,38037900,90102500
2018-02-02,84.77091979980469,126.38999938964844,156.0229034423828,242.44174194335938,84.88953703564536,126.8499984741211,158.95170605751207,246.64893446172036,84.69184365361865,125.95999908447266,155.89020730501497,242.40652778146568,84.81046088945932,126.80999755859375,158.57257836868803,246.51688806975287,4779300,16789200,68478100,173174800
2018-02-05,85.1109619140625,126.70999908447266,149.8714141845703,232.30213928222656,85.25330140592614,127.30999755859375,157.10338773209534,242.79372681065547,84.61277670910174,126.44000244140625,149.75767880344534,231.75644081648184,84.71557510701062,126.81999969482422,154.5632011350369,240.681334388842,5991700,13596300,105372200,294681800
2018-02-06,84.86582946777344,125.37999725341797,153.8428955078125,236.8790740966797,85.05561345805683,126.55000305175781,154.03245936754453,237.38077515096407,84.8341977972055,125.22000122070312,147.009022186883,227.6989493872479,84.9765372981991,126.54000091552734,147.68197605835104,228.79034660524135,6031400,17672500,118537900,355026800
2018-02-07,84.67601013183594,124.79000091552734,151.85243225097656,235.5939483642578,84.96068901499183,125.7699966430664,155.01819310462832,239.72190049868877,84.61274681710758,124.41000366210938,151.8429446584872,235.5147098195023,84.95277959237035,125.4800033569336,153.34999665936536,236.32447402585632,4115600,8558500,91028300,167376100
2018-02-08,84.53375244140625,124.9800033569336,145.445068359375,226.7571563720703,84.72353653600655,125.44000244140625,152.41165135988317,236.03411293957473,84.43094794727175,124.51000213623047,145.445068359375,226.72194221337324,84.48630189291049,124.91999816894531,152.24103378497605,235.89328316531945,4761600,7343600,94184800,246449500
2018-02-09,84.42298889160156,124.7699966430664,147.95684814453125,230.16329956054688,84.6681267702257,125.13999938964844,149.03737799708756,232.02043604444762,84.37553837438905,124.38999938964844,142.29827973007207,222.61147725970145,84.39135722450109,124.6500015258789,147.50187754981673,229.54717290929267,5926100,14140700,113836600,283565300
2018-02-12,84.44670104980469,125.37000274658203,150.58230590820312,233.54322814941406,84.57322166997504,125.81999969482422,151.60596783999418,235.01311709321766,84.3439026688461,125.11000061035156,148.2980381286497,230.30422392491064,84.40715996236983,125.19000244140625,149.47334243112738,232.2141689797888,5421400,6984900,63050600,143736000
